ride_id,user_id,date,time,hour,day_of_week,pickup_location,drop_location,fare_amount,ride_status,payment_method
QR10253,U277,2023-11-26,20:30:12,20,Sunday,Airport,"Hospital District",0,Cancelled,UPI
QR10254,U245,2023-12-29,14:28:17,14,Friday,"Tech Park","Hospital District",0,Cancelled,Wallet
QR10255,U938,2023-11-18,18:20:40,18,Saturday,"Hospital District","Tech Park",33.81,Completed,"Debit Card"
QR10256,U954,2023-10-23,07:01:27,7,Monday,"Hospital District","Central Station",0,Cancelled,UPI
QR10257,U536,2023-12-03,23:35:28,23,Sunday,"Central Station","Tech Park",12.95,Completed,Wallet
QR10258,U436,2023-12-26,06:00:37,6,Tuesday,"Hospital District","Tech Park",10.7,Completed,"Debit Card"
QR10259,U862,2023-11-15,20:24:33,20,Wednesday,Downtown/CBD,"Tech Park",20.35,Completed,Cash
QR10260,U661,2023-11-13,02:36:15,2,Monday,"Suburban Residential","Shopping Mall",13.12,Completed,"Credit Card"
QR10261,U575,2023-11-11,17:45:21,17,Saturday,"Tech Park",Downtown/CBD,37,Completed,"Credit Card"
QR10262,U840,2023-10-06,12:07:35,12,Friday,"Suburban Residential","Central Station",23.51,Completed,Cash
QR10263,U221,2023-10-08,15:01:02,15,Sunday,"Tech Park","Central Station",11.21,Completed,"Credit Card"
QR10264,U474,2023-10-09,23:48:35,23,Monday,Downtown/CBD,"University Campus",12.44,Completed,"Credit Card"
QR10265,U596,2023-11-19,19:33:19,19,Sunday,Downtown/CBD,"Tech Park",0,Cancelled,"Debit Card"
QR10266,U100,2023-12-28,16:04:49,16,Thursday,"Hospital District","University Campus",0,Cancelled,UPI
QR10267,U921,2023-12-09,17:26:49,17,Saturday,"Suburban Residential","Shopping Mall",22.34,Completed,UPI
QR10268,U526,2023-10-02,23:42:50,23,Monday,"Suburban Residential","Tech Park",25.66,Completed,"Credit Card"
QR10269,U217,2023-10-16,10:39:13,10,Monday,"Hospital District","Central Station",25.52,Completed,Cash
QR10270,U400,2023-12-14,08:17:00,8,Thursday,Airport,"Central Station",21.58,Completed,UPI
QR10271,U674,2023-10-20,18:49:00,18,Friday,"Tech Park","Suburban Residential",35.32,Completed,UPI
QR10272,U900,2023-10-30,18:27:24,18,Monday,"Tech Park",Downtown/CBD,20.82,Completed,Cash
QR10273,U493,2023-11-28,17:31:13,17,Tuesday,"Shopping Mall","Central Station",13.46,Completed,UPI
QR10274,U465,2023-12-10,20:35:50,20,Sunday,Downtown/CBD,"Central Station",0,Cancelled,UPI
QR10275,U524,2023-12-21,19:41:34,19,Thursday,"Tech Park","Hospital District",17.73,Completed,"Debit Card"
QR10276,U606,2023-10-09,12:09:50,12,Monday,"Hospital District","Tech Park",27.17,Completed,UPI
QR10277,U702,2023-11-04,22:51:05,22,Saturday,Airport,"University Campus",18.47,Completed,UPI
QR10278,U723,2023-10-01,10:13:16,10,Sunday,"Tech Park",Airport,11.77,Completed,Wallet
QR10279,U836,2023-12-28,01:29:24,1,Thursday,Airport,Downtown/CBD,0,Cancelled,Cash
QR10280,U294,2023-11-23,22:22:19,22,Thursday,Airport,"University Campus",16.34,Completed,"Credit Card"
QR10281,U788,2023-10-25,09:25:10,9,Wednesday,"Central Station","Suburban Residential",18.86,Completed,UPI
QR10282,U552,2023-10-06,20:04:01,20,Friday,"Central Station","Suburban Residential",24.13,Completed,UPI
QR10283,U539,2023-10-25,20:01:35,20,Wednesday,"Shopping Mall","Tech Park",0,Cancelled,UPI
QR10284,U168,2023-11-30,19:38:05,19,Thursday,"University Campus","Hospital District",35.51,Completed,Wallet
QR10285,U644,2023-11-11,16:22:26,16,Saturday,"University Campus","Suburban Residential",18.26,Completed,UPI
QR10286,U100,2023-10-26,07:11:03,7,Thursday,"Hospital District",Downtown/CBD,13.45,Completed,Cash
QR10287,U318,2023-10-29,21:58:44,21,Sunday,Downtown/CBD,"Suburban Residential",26.82,Completed,UPI
QR10288,U822,2023-12-22,16:58:58,16,Friday,Downtown/CBD,"University Campus",19.18,Completed,"Debit Card"
QR10289,U844,2023-10-20,18:17:02,18,Friday,"Shopping Mall",Downtown/CBD,26.65,Completed,"Debit Card"
QR10290,U523,2023-12-15,15:32:10,15,Friday,"Suburban Residential","Central Station",25.54,Completed,Wallet
QR10291,U208,2023-12-24,01:22:03,1,Sunday,"University Campus","Suburban Residential",0,Cancelled,UPI
QR10292,U789,2023-10-21,07:23:08,7,Saturday,Downtown/CBD,"Central Station",27.26,Completed,Cash
QR10293,U582,2023-10-12,07:42:48,7,Thursday,Downtown/CBD,"Shopping Mall",15.35,Completed,"Credit Card"
QR10294,U896,2023-11-10,21:40:49,21,Friday,Downtown/CBD,"University Campus",19.23,Completed,"Credit Card"
QR10295,U747,2023-10-19,19:03:54,19,Thursday,Downtown/CBD,Airport,13.72,Completed,UPI
QR10296,U205,2023-11-19,18:29:53,18,Sunday,"Suburban Residential","University Campus",22.84,Completed,Cash
QR10297,U871,2023-11-18,21:07:24,21,Saturday,"Shopping Mall","Tech Park",28.96,Completed,UPI
QR10298,U946,2023-12-21,14:50:21,14,Thursday,"University Campus",Airport,21.88,Completed,"Credit Card"
QR10299,U118,2023-12-06,10:09:17,10,Wednesday,Airport,"Hospital District",0,Cancelled,"Credit Card"
QR10300,U631,2023-11-03,19:17:39,19,Friday,"Central Station","University Campus",15.1,Completed,UPI
QR10301,U596,2023-11-30,21:42:33,21,Thursday,Downtown/CBD,"Central Station",21.7,Completed,Cash
QR10302,U770,2023-12-10,01:04:12,1,Sunday,Downtown/CBD,"Suburban Residential",0,Cancelled,Cash
QR10303,U319,2023-11-11,01:49:24,1,Saturday,"Suburban Residential","Central Station",0,Cancelled,Cash
QR10304,U460,2023-10-08,17:55:48,17,Sunday,Airport,"Shopping Mall",0,Cancelled,UPI
QR10305,U376,2023-11-06,09:58:31,9,Monday,"University Campus",Airport,9.65,Completed,UPI
QR10306,U174,2023-12-02,00:56:50,0,Saturday,"Suburban Residential","Shopping Mall",22.24,Completed,UPI
QR10307,U295,2023-12-08,06:22:19,6,Friday,"Shopping Mall","Hospital District",21.41,Completed,UPI
QR10308,U509,2023-10-28,18:38:20,18,Saturday,"Shopping Mall","Suburban Residential",0,Cancelled,UPI
QR10309,U845,2023-12-01,21:40:17,21,Friday,"Tech Park","Hospital District",31.54,Completed,Wallet
QR10310,U923,2023-11-10,20:14:34,20,Friday,"University Campus","Hospital District",24,Completed,"Credit Card"
QR10311,U541,2023-12-20,11:09:25,11,Wednesday,Downtown/CBD,"Shopping Mall",8.12,Completed,"Debit Card"
QR10312,U709,2023-12-19,22:39:02,22,Tuesday,"University Campus","Shopping Mall",0,Cancelled,Wallet
QR10313,U393,2023-11-13,18:40:46,18,Monday,"University Campus","Suburban Residential",0,Cancelled,UPI
QR10314,U830,2023-11-26,21:26:06,21,Sunday,"Central Station","Shopping Mall",22.19,Completed,"Debit Card"
QR10315,U619,2023-10-25,09:23:27,9,Wednesday,"Central Station","University Campus",27.19,Completed,"Debit Card"
QR10316,U671,2023-10-10,15:23:15,15,Tuesday,"Tech Park",Airport,16.64,Completed,"Credit Card"
QR10317,U356,2023-11-28,16:39:35,16,Tuesday,Airport,"Suburban Residential",25.31,Completed,UPI
QR10318,U490,2023-12-25,13:08:21,13,Monday,"Shopping Mall","University Campus",9.01,Completed,Wallet
QR10319,U210,2023-12-13,15:45:43,15,Wednesday,"Shopping Mall","Suburban Residential",25.67,Completed,"Debit Card"
QR10320,U791,2023-11-10,07:13:13,7,Friday,"Tech Park","Suburban Residential",26.21,Completed,"Credit Card"
QR10321,U420,2023-11-03,18:31:32,18,Friday,"Central Station","Hospital District",13.02,Completed,"Debit Card"
QR10322,U524,2023-10-13,11:31:43,11,Friday,"Tech Park",Downtown/CBD,24.91,Completed,UPI
QR10323,U373,2023-12-11,15:43:40,15,Monday,"Hospital District","University Campus",17.08,Completed,Cash
QR10324,U372,2023-10-24,13:39:19,13,Tuesday,Downtown/CBD,"Central Station",16.72,Completed,UPI
QR10325,U104,2023-10-14,11:31:32,11,Saturday,"Central Station","University Campus",9.35,Completed,UPI
QR10326,U273,2023-10-10,18:50:17,18,Tuesday,Airport,"Central Station",25.35,Completed,UPI
QR10327,U360,2023-10-08,01:06:35,1,Sunday,"Central Station","Tech Park",16.03,Completed,"Credit Card"
QR10328,U901,2023-10-06,10:49:02,10,Friday,"Tech Park",Downtown/CBD,8.92,Completed,"Credit Card"
QR10329,U506,2023-10-25,19:34:39,19,Wednesday,"Hospital District",Airport,17.86,Completed,"Credit Card"
QR10330,U430,2023-10-05,00:31:29,0,Thursday,"Suburban Residential",Airport,11.69,Completed,Wallet
QR10331,U492,2023-12-18,19:27:08,19,Monday,"Shopping Mall",Airport,0,Cancelled,UPI
QR10332,U556,2023-11-16,14:52:43,14,Thursday,"University Campus",Airport,16.25,Completed,UPI
QR10333,U658,2023-12-04,22:11:44,22,Monday,"Tech Park","Suburban Residential",9.37,Completed,Cash
QR10334,U377,2023-12-14,18:17:27,18,Thursday,"Central Station","Tech Park",0,Cancelled,UPI
QR10335,U669,2023-12-05,20:28:39,20,Tuesday,"Central Station","Shopping Mall",0,Cancelled,"Debit Card"
QR10336,U243,2023-11-07,21:38:30,21,Tuesday,"Tech Park",Airport,0,Cancelled,"Debit Card"
QR10337,U967,2023-12-04,20:32:03,20,Monday,"Central Station","University Campus",0,Cancelled,"Credit Card"
QR10338,U138,2023-12-13,09:29:56,9,Wednesday,"Shopping Mall","Tech Park",14.86,Completed,"Debit Card"
QR10339,U524,2023-10-17,10:13:04,10,Tuesday,"Suburban Residential","Shopping Mall",13.82,Completed,"Credit Card"
QR10340,U612,2023-12-16,19:39:18,19,Saturday,"Shopping Mall","University Campus",24.52,Completed,"Credit Card"
QR10341,U670,2023-10-29,18:12:27,18,Sunday,"University Campus",Downtown/CBD,21.84,Completed,Cash
QR10342,U575,2023-10-20,09:55:31,9,Friday,Downtown/CBD,"Shopping Mall",9.62,Completed,Wallet
QR10343,U617,2023-12-12,22:47:20,22,Tuesday,"Shopping Mall","Central Station",0,Cancelled,"Credit Card"
QR10344,U140,2023-10-22,21:02:34,21,Sunday,"University Campus","Hospital District",24.41,Completed,UPI
QR10345,U652,2023-10-25,20:34:14,20,Wednesday,"Tech Park","University Campus",29.82,Completed,Wallet
QR10346,U110,2023-10-07,16:16:20,16,Saturday,"University Campus","Central Station",0,Cancelled,UPI
QR10347,U356,2023-11-05,06:44:26,6,Sunday,"Hospital District","Shopping Mall",11.15,Completed,"Credit Card"
QR10348,U911,2023-12-03,01:14:46,1,Sunday,"Shopping Mall","Hospital District",0,Cancelled,Wallet
QR10349,U399,2023-10-10,21:42:24,21,Tuesday,"Suburban Residential","Central Station",28.13,Completed,Wallet
QR10350,U726,2023-11-03,14:39:27,14,Friday,"Hospital District","University Campus",8.32,Completed,Wallet
QR10351,U334,2023-12-23,21:44:03,21,Saturday,"Tech Park","Suburban Residential",37.03,Completed,UPI
QR10352,U717,2023-11-23,19:35:44,19,Thursday,"Shopping Mall","Tech Park",30.87,Completed,"Credit Card"
QR10353,U893,2023-10-27,22:20:58,22,Friday,"Hospital District","Central Station",0,Cancelled,Wallet
QR10354,U484,2023-10-19,19:35:36,19,Thursday,Airport,"Central Station",25.19,Completed,Cash
QR10355,U839,2023-10-06,09:52:45,9,Friday,"Shopping Mall","Suburban Residential",16.39,Completed,UPI
QR10356,U581,2023-12-25,17:40:39,17,Monday,Downtown/CBD,"Hospital District",0,Cancelled,UPI
QR10357,U715,2023-11-05,07:32:30,7,Sunday,"Tech Park",Downtown/CBD,15.89,Completed,"Debit Card"
QR10358,U634,2023-10-14,21:34:22,21,Saturday,"Suburban Residential",Downtown/CBD,27.09,Completed,"Credit Card"
QR10359,U429,2023-12-07,19:29:16,19,Thursday,"Suburban Residential","Shopping Mall",19.59,Completed,UPI
QR10360,U600,2023-10-05,10:09:28,10,Thursday,Downtown/CBD,"Tech Park",24.31,Completed,Wallet
QR10361,U389,2023-11-05,06:18:22,6,Sunday,Downtown/CBD,"Hospital District",9.35,Completed,Cash
QR10362,U371,2023-10-29,16:56:58,16,Sunday,"Central Station","University Campus",24.32,Completed,"Credit Card"
QR10363,U290,2023-11-21,17:58:43,17,Tuesday,"University Campus","Tech Park",0,Cancelled,UPI
QR10364,U959,2023-10-29,09:11:15,9,Sunday,"Central Station","Tech Park",0,Cancelled,Cash
QR10365,U335,2023-11-12,06:37:15,6,Sunday,"Hospital District","Suburban Residential",19.99,Completed,"Credit Card"
QR10366,U289,2023-11-05,00:28:18,0,Sunday,"Suburban Residential","Shopping Mall",9.4,Completed,"Debit Card"
QR10367,U625,2023-12-27,14:44:16,14,Wednesday,"Hospital District","Central Station",0,Cancelled,UPI
QR10368,U252,2023-10-31,00:22:12,0,Tuesday,Downtown/CBD,"Hospital District",22.61,Completed,UPI
QR10369,U106,2023-10-29,14:44:31,14,Sunday,Downtown/CBD,"Hospital District",23.68,Completed,UPI
QR10370,U167,2023-11-13,21:40:21,21,Monday,"Central Station",Airport,12.68,Completed,"Credit Card"
QR10371,U400,2023-12-02,13:58:59,13,Saturday,"Shopping Mall","University Campus",16.43,Completed,UPI
QR10372,U434,2023-12-07,21:37:20,21,Thursday,"Suburban Residential","Central Station",17.32,Completed,UPI
QR10373,U855,2023-12-25,17:58:50,17,Monday,"University Campus","Suburban Residential",17.87,Completed,UPI
QR10374,U767,2023-12-08,16:01:29,16,Friday,"University Campus","Shopping Mall",27.35,Completed,"Credit Card"
QR10375,U769,2023-12-21,16:30:42,16,Thursday,"University Campus","Shopping Mall",0,Cancelled,UPI
QR10376,U787,2023-10-14,17:44:35,17,Saturday,"Shopping Mall","Suburban Residential",27.36,Completed,UPI
QR10377,U619,2023-11-12,08:27:13,8,Sunday,Downtown/CBD,Airport,13.88,Completed,UPI
QR10378,U490,2023-10-14,21:41:24,21,Saturday,"Central Station","Hospital District",19.1,Completed,UPI
QR10379,U288,2023-12-27,02:53:44,2,Wednesday,Airport,"Shopping Mall",0,Cancelled,"Debit Card"
QR10380,U752,2023-10-02,01:49:01,1,Monday,Airport,"Central Station",0,Cancelled,"Credit Card"
QR10381,U494,2023-12-23,12:08:35,12,Saturday,"University Campus",Airport,0,Cancelled,UPI
QR10382,U623,2023-10-31,23:55:27,23,Tuesday,"University Campus",Downtown/CBD,0,Cancelled,UPI
QR10383,U377,2023-10-29,23:00:48,23,Sunday,"University Campus","Hospital District",23.96,Completed,Cash
QR10384,U188,2023-11-25,13:32:05,13,Saturday,"Suburban Residential",Airport,16.93,Completed,"Credit Card"
QR10385,U218,2023-11-28,07:26:16,7,Tuesday,"University Campus","Tech Park",19.93,Completed,Cash
QR10386,U445,2023-12-08,12:16:10,12,Friday,"Shopping Mall",Airport,9.82,Completed,UPI
QR10387,U755,2023-10-06,18:00:13,18,Friday,"Hospital District",Downtown/CBD,37,Completed,Wallet
QR10388,U485,2023-11-25,06:22:07,6,Saturday,"Central Station",Downtown/CBD,26.86,Completed,"Debit Card"
QR10389,U190,2023-12-27,22:06:05,22,Wednesday,Airport,"Suburban Residential",15.07,Completed,UPI
QR10390,U828,2023-10-21,11:48:37,11,Saturday,"Hospital District",Airport,18.07,Completed,UPI
QR10391,U870,2023-12-09,02:49:48,2,Saturday,Downtown/CBD,"Suburban Residential",0,Cancelled,"Credit Card"
QR10392,U189,2023-11-04,23:56:24,23,Saturday,"University Campus","Hospital District",0,Cancelled,"Credit Card"
QR10393,U189,2023-12-25,11:20:53,11,Monday,"Suburban Residential",Airport,16,Completed,UPI
QR10394,U229,2023-11-26,17:55:24,17,Sunday,"University Campus","Suburban Residential",27.51,Completed,Wallet
QR10395,U899,2023-10-14,18:39:22,18,Saturday,"University Campus","Shopping Mall",12.99,Completed,Wallet
QR10396,U931,2023-10-12,16:46:33,16,Thursday,Downtown/CBD,"Tech Park",15.28,Completed,"Credit Card"
QR10397,U695,2023-11-17,18:53:56,18,Friday,"Hospital District","Central Station",23.69,Completed,Cash
QR10398,U977,2023-11-13,22:04:13,22,Monday,Downtown/CBD,Airport,13.51,Completed,UPI
QR10399,U598,2023-11-11,21:54:44,21,Saturday,Downtown/CBD,"Suburban Residential",12.68,Completed,Cash
QR10400,U560,2023-12-28,19:48:40,19,Thursday,Airport,"Tech Park",18.91,Completed,UPI
QR10401,U696,2023-10-29,17:26:17,17,Sunday,"Hospital District","Tech Park",20.63,Completed,"Credit Card"
QR10402,U245,2023-11-03,17:58:13,17,Friday,Airport,"University Campus",13.78,Completed,UPI
QR10403,U523,2023-11-30,19:32:14,19,Thursday,Downtown/CBD,Airport,21.58,Completed,UPI
QR10404,U418,2023-10-23,14:35:33,14,Monday,Downtown/CBD,"Hospital District",0,Cancelled,"Credit Card"
QR10405,U675,2023-10-13,07:14:36,7,Friday,Downtown/CBD,Airport,14.83,Completed,Cash
QR10406,U784,2023-10-02,19:02:04,19,Monday,Downtown/CBD,Airport,29.9,Completed,Cash
QR10407,U955,2023-12-11,18:34:36,18,Monday,"Tech Park","Shopping Mall",10.38,Completed,Wallet
QR10408,U330,2023-10-18,13:31:32,13,Wednesday,Airport,"Suburban Residential",0,Cancelled,UPI
QR10409,U836,2023-11-05,23:18:05,23,Sunday,"Tech Park","University Campus",0,Cancelled,UPI
QR10410,U934,2023-11-03,19:32:31,19,Friday,"University Campus","Central Station",19.69,Completed,UPI
QR10411,U338,2023-10-21,17:00:04,17,Saturday,"Hospital District","Suburban Residential",11.99,Completed,UPI
QR10412,U625,2023-10-23,14:57:41,14,Monday,"Central Station","Suburban Residential",19.67,Completed,UPI
QR10413,U151,2023-12-09,15:29:40,15,Saturday,"Tech Park","University Campus",0,Cancelled,Wallet
QR10414,U230,2023-12-14,21:10:59,21,Thursday,"Tech Park",Airport,31.06,Completed,Cash
QR10415,U747,2023-11-08,09:53:57,9,Wednesday,"Tech Park","Central Station",0,Cancelled,UPI
QR10416,U807,2023-12-12,21:02:02,21,Tuesday,"Central Station","Shopping Mall",14.36,Completed,"Credit Card"
QR10417,U757,2023-11-28,07:04:20,7,Tuesday,"Central Station","Tech Park",9.65,Completed,UPI
QR10418,U477,2023-10-11,22:01:01,22,Wednesday,"Shopping Mall",Airport,11.99,Completed,UPI
QR10419,U604,2023-12-02,08:21:45,8,Saturday,"Suburban Residential","Shopping Mall",9.7,Completed,UPI
QR10420,U305,2023-10-23,15:51:45,15,Monday,"Shopping Mall","Central Station",22,Completed,UPI
QR10421,U401,2023-12-14,11:27:44,11,Thursday,Airport,"Hospital District",9.92,Completed,UPI
QR10422,U202,2023-12-13,19:23:01,19,Wednesday,"Hospital District","Suburban Residential",21.75,Completed,UPI
QR10423,U650,2023-10-09,23:39:41,23,Monday,"Central Station","Shopping Mall",26.86,Completed,"Credit Card"
QR10424,U421,2023-11-03,08:39:36,8,Friday,"Hospital District","Central Station",0,Cancelled,UPI
QR10425,U348,2023-11-20,00:36:11,0,Monday,Downtown/CBD,"Tech Park",12.83,Completed,UPI
QR10426,U987,2023-11-08,00:29:24,0,Wednesday,"Central Station","Suburban Residential",23.35,Completed,Wallet
QR10427,U360,2023-10-22,19:17:15,19,Sunday,"Suburban Residential","Central Station",0,Cancelled,"Debit Card"
QR10428,U722,2023-11-21,19:34:29,19,Tuesday,"University Campus",Downtown/CBD,13.17,Completed,"Debit Card"
QR10429,U796,2023-11-06,10:39:14,10,Monday,"Tech Park","Shopping Mall",23.24,Completed,UPI
QR10430,U814,2023-12-28,16:43:24,16,Thursday,"Shopping Mall",Airport,0,Cancelled,UPI
QR10431,U429,2023-10-03,12:10:31,12,Tuesday,"Suburban Residential","University Campus",16.76,Completed,Wallet
QR10432,U322,2023-11-24,13:42:34,13,Friday,Downtown/CBD,"Shopping Mall",25.76,Completed,"Credit Card"
QR10433,U399,2023-12-09,22:43:55,22,Saturday,"Tech Park",Airport,20.23,Completed,UPI
QR10434,U426,2023-10-02,09:41:23,9,Monday,"University Campus","Tech Park",20.68,Completed,"Credit Card"
QR10435,U765,2023-11-23,06:15:30,6,Thursday,"University Campus","Shopping Mall",0,Cancelled,UPI
QR10436,U753,2023-10-07,01:58:01,1,Saturday,"Hospital District",Airport,9.29,Completed,UPI
QR10437,U555,2023-10-10,06:44:11,6,Tuesday,"Hospital District","Central Station",11.86,Completed,UPI
QR10438,U170,2023-10-23,10:05:37,10,Monday,"Tech Park","University Campus",20.18,Completed,"Credit Card"
QR10439,U970,2023-11-13,21:10:51,21,Monday,"Tech Park",Airport,23.03,Completed,UPI
QR10440,U947,2023-12-14,02:35:17,2,Thursday,"Tech Park","Central Station",0,Cancelled,Cash
QR10441,U627,2023-12-10,17:05:38,17,Sunday,"Shopping Mall","Tech Park",15.3,Completed,UPI
QR10442,U197,2023-11-18,15:40:28,15,Saturday,"Hospital District","Central Station",26.29,Completed,Wallet
QR10443,U845,2023-11-23,22:01:14,22,Thursday,"Shopping Mall","Suburban Residential",8.72,Completed,UPI
QR10444,U623,2023-12-22,13:49:50,13,Friday,"Central Station","Hospital District",0,Cancelled,"Credit Card"
QR10445,U114,2023-10-09,15:28:29,15,Monday,"University Campus","Central Station",11,Completed,UPI
QR10446,U814,2023-11-30,11:49:45,11,Thursday,"Shopping Mall",Downtown/CBD,0,Cancelled,UPI
QR10447,U841,2023-11-30,12:55:04,12,Thursday,"Suburban Residential","Central Station",21.11,Completed,"Credit Card"
QR10448,U589,2023-10-23,12:15:52,12,Monday,"Central Station","University Campus",13.25,Completed,"Credit Card"
QR10449,U459,2023-11-29,17:13:26,17,Wednesday,"Suburban Residential","Shopping Mall",36.57,Completed,Cash
QR10450,U764,2023-12-18,23:50:16,23,Monday,"University Campus",Downtown/CBD,17.66,Completed,"Debit Card"
QR10451,U431,2023-11-22,18:02:06,18,Wednesday,Airport,"Shopping Mall",0,Cancelled,Wallet
QR10452,U229,2023-10-11,17:50:54,17,Wednesday,"University Campus",Airport,16.56,Completed,UPI
QR10453,U491,2023-10-18,17:05:09,17,Wednesday,"Tech Park",Airport,17.06,Completed,UPI
QR10454,U522,2023-12-15,12:28:22,12,Friday,Airport,"Suburban Residential",0,Cancelled,UPI
QR10455,U888,2023-11-29,06:17:43,6,Wednesday,"University Campus",Downtown/CBD,21.19,Completed,UPI
QR10456,U236,2023-12-03,08:37:09,8,Sunday,"Suburban Residential","Tech Park",11.14,Completed,UPI
QR10457,U426,2023-10-19,17:20:45,17,Thursday,"Suburban Residential",Downtown/CBD,0,Cancelled,"Debit Card"
QR10458,U759,2023-11-27,17:51:06,17,Monday,"Suburban Residential",Airport,0,Cancelled,UPI
QR10459,U338,2023-10-16,10:41:38,10,Monday,"Hospital District",Airport,21.64,Completed,UPI
QR10460,U717,2023-12-21,21:28:17,21,Thursday,Airport,"University Campus",0,Cancelled,"Debit Card"
QR10461,U834,2023-10-07,15:19:22,15,Saturday,"Tech Park","Hospital District",0,Cancelled,Cash
QR10462,U744,2023-11-01,18:51:50,18,Wednesday,Airport,"Hospital District",24.44,Completed,UPI
QR10463,U879,2023-12-12,20:49:23,20,Tuesday,"University Campus",Airport,33.95,Completed,Wallet
QR10464,U539,2023-11-20,21:32:55,21,Monday,Airport,"University Campus",0,Cancelled,UPI
QR10465,U599,2023-12-02,12:02:36,12,Saturday,Downtown/CBD,"Tech Park",9.19,Completed,UPI
QR10466,U297,2023-10-19,09:14:31,9,Thursday,Downtown/CBD,"Suburban Residential",19.48,Completed,Wallet
QR10467,U335,2023-12-07,07:03:12,7,Thursday,"Suburban Residential","University Campus",14.77,Completed,"Credit Card"
QR10468,U663,2023-10-01,12:15:58,12,Sunday,Airport,"University Campus",0,Cancelled,"Debit Card"
QR10469,U813,2023-12-11,06:32:28,6,Monday,"Central Station",Airport,0,Cancelled,"Credit Card"
QR10470,U679,2023-11-06,01:27:19,1,Monday,"University Campus","Hospital District",20.57,Completed,"Credit Card"
QR10471,U500,2023-10-09,08:23:43,8,Monday,"University Campus","Central Station",0,Cancelled,UPI
QR10472,U641,2023-12-13,02:52:31,2,Wednesday,Airport,"Suburban Residential",15.98,Completed,UPI
QR10473,U429,2023-11-24,18:25:10,18,Friday,"Shopping Mall","Hospital District",0,Cancelled,Cash
QR10474,U172,2023-11-23,10:52:41,10,Thursday,"University Campus","Suburban Residential",8.66,Completed,"Debit Card"
QR10475,U770,2023-11-10,23:29:27,23,Friday,Downtown/CBD,"Hospital District",0,Cancelled,UPI
QR10476,U876,2023-11-08,15:21:48,15,Wednesday,"Shopping Mall",Downtown/CBD,26.41,Completed,UPI
QR10477,U456,2023-12-23,19:18:36,19,Saturday,"Hospital District",Downtown/CBD,26.97,Completed,UPI
QR10478,U428,2023-10-22,07:08:14,7,Sunday,"Suburban Residential","Tech Park",21.31,Completed,UPI
QR10479,U291,2023-12-11,10:15:39,10,Monday,"University Campus","Shopping Mall",0,Cancelled,UPI
QR10480,U575,2023-11-11,16:20:08,16,Saturday,Airport,"Tech Park",0,Cancelled,UPI
QR10481,U628,2023-11-27,17:09:49,17,Monday,"Tech Park","University Campus",15.8,Completed,Cash
QR10482,U558,2023-11-25,20:15:36,20,Saturday,"Shopping Mall","University Campus",0,Cancelled,"Debit Card"
QR10483,U141,2023-11-17,18:53:55,18,Friday,"Central Station","University Campus",16.05,Completed,Wallet
QR10484,U515,2023-11-27,19:42:36,19,Monday,"Shopping Mall","University Campus",32.07,Completed,Wallet
QR10485,U253,2023-10-15,20:18:41,20,Sunday,"Shopping Mall","Tech Park",0,Cancelled,Cash
QR10486,U171,2023-11-24,13:06:06,13,Friday,"Shopping Mall","Central Station",22.58,Completed,UPI
QR10487,U467,2023-12-22,17:14:51,17,Friday,"Central Station","Shopping Mall",25.59,Completed,UPI
QR10488,U733,2023-12-07,19:41:21,19,Thursday,"Tech Park",Downtown/CBD,29.11,Completed,UPI
QR10489,U842,2023-11-03,21:03:51,21,Friday,"Central Station","Shopping Mall",0,Cancelled,UPI
QR10490,U147,2023-10-12,15:44:12,15,Thursday,"University Campus","Hospital District",0,Cancelled,UPI
QR10491,U167,2023-10-15,21:20:43,21,Sunday,Airport,Downtown/CBD,0,Cancelled,UPI
QR10492,U915,2023-11-11,22:20:13,22,Saturday,"Central Station","Hospital District",16.94,Completed,UPI
QR10493,U540,2023-12-06,00:38:02,0,Wednesday,"Suburban Residential","Shopping Mall",0,Cancelled,UPI
QR10494,U148,2023-12-10,18:58:21,18,Sunday,"Hospital District",Airport,12.78,Completed,UPI
QR10495,U795,2023-12-01,10:12:03,10,Friday,"Hospital District","Suburban Residential",0,Cancelled,UPI
QR10496,U780,2023-11-01,19:39:19,19,Wednesday,"Hospital District","Tech Park",32.15,Completed,UPI
QR10497,U230,2023-10-11,02:08:12,2,Wednesday,"Tech Park","Suburban Residential",0,Cancelled,"Credit Card"
QR10498,U744,2023-10-15,19:24:11,19,Sunday,"Tech Park","Hospital District",18.89,Completed,"Credit Card"
QR10499,U829,2023-10-05,18:17:20,18,Thursday,"University Campus","Tech Park",20.15,Completed,"Credit Card"
QR10500,U734,2023-12-17,10:24:31,10,Sunday,"University Campus","Suburban Residential",10.88,Completed,"Credit Card"
QR10501,U966,2023-10-09,19:18:45,19,Monday,"Central Station","Tech Park",26.98,Completed,UPI
QR10502,U914,2023-10-29,07:06:44,7,Sunday,"Suburban Residential","Central Station",12.16,Completed,UPI
QR10503,U480,2023-11-09,19:28:57,19,Thursday,"Hospital District","Shopping Mall",29.96,Completed,UPI
QR10504,U745,2023-12-20,12:48:52,12,Wednesday,"Tech Park",Airport,25.81,Completed,UPI
QR10505,U577,2023-10-03,13:43:10,13,Tuesday,"Suburban Residential","Tech Park",17.15,Completed,"Credit Card"
QR10506,U885,2023-11-09,00:14:27,0,Thursday,"Shopping Mall","Suburban Residential",0,Cancelled,UPI
